"","Host","Accession","Description","Classification","Genome.Length..bp.","Jumbophage","molGC....","Molecule","Modification.Date","Number.CDS","Positive.Strand....","Negative.Strand....","Coding.Capacity...","Low.Coding.Capacity.Warning","tRNAs","Lowest.Taxa","Genus","Sub.family","Family","Order","Class","Phylum","Kingdom","Realm","Baltimore.Group","Genbank.Division","Isolation.Host..beware.inconsistent.and.nonsense.values.","gtdb_f","f_spor","newgtdb_Domain","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","fna"
"2619","Streptococcus","MK448927","Streptococcus phage Javan394","Streptococcus phage Javan394 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36484,FALSE,"33.905","DNA","10-APR-2019",53,"88.6792452830189","11.3207547169811","96.5107992544677",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus parauberis KRS-02083","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2620","Streptococcus","MK448731","Streptococcus phage Javan33","Streptococcus phage Javan33 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35793,FALSE,"40.078","DNA","10-APR-2019",50,"90","10","93.3785935797502",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus agalactiae ERR126775","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2621","Streptococcus","MK448976","Streptococcus phage Javan528","Streptococcus phage Javan528 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37381,FALSE,"39.442","DNA","10-APR-2019",48,"89.5833333333333","10.4166666666667","94.4597522805703",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pyogenes NZ131","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2622","Streptococcus","KY705270","Streptococcus phage P7573","Streptococcus phage P7573 Moineauvirus P7573 Moineauvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37715,FALSE,"38.685","DNA","13-SEP-2017",45,"95.5555555555556","4.44444444444444","91.4119050775553",NA,0,"Moineauvirus","Moineauvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus ST68757","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2623","Streptococcus","MK448975","Streptococcus phage Javan526","Streptococcus phage Javan526 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41107,FALSE,"38.227","DNA","10-APR-2019",58,"82.7586206896552","17.2413793103448","89.4227260563894",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pyogenes MGAS9429","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2624","Streptococcus","KC348598","Streptococcus phage phi20c","Streptococcus phage phi20c Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",33516,FALSE,"41.717","DNA","12-JUN-2013",52,"11.5384615384615","88.4615384615385","92.9197994987469",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus suis 8067","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2625","Streptococcus","KY065478","Streptococcus phage IPP38","Streptococcus phage IPP38 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40403,FALSE,"39.972","DNA","21-FEB-2017",63,"90.4761904761905","9.52380952380952","94.1142984431849",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pneumoniae GA47373","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2626","Streptococcus","KY065479","Streptococcus phage IPP39","Streptococcus phage IPP39 Paclarkvirus IPP39 Paclarkvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37761,FALSE,"38.362","DNA","21-FEB-2017",50,"92","8","92.4922539127671",NA,0,"Paclarkvirus","Paclarkvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pneumoniae 19A","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2627","Streptococcus","MH892367","Streptococcus phage SW19","Streptococcus phage SW19 Vansinderenvirus SW19 Vansinderenvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35153,FALSE,"38.096","DNA","06-DEC-2018",44,"100","0","90.9310727391688",NA,0,"Vansinderenvirus","Vansinderenvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2628","Streptococcus","MK448680","Streptococcus phage Javan139","Streptococcus phage Javan139 Trabyvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35722,FALSE,"36.840","DNA","10-APR-2019",58,"91.3793103448276","8.62068965517241","96.4195733721516",NA,0,"Trabyvirinae","Unclassified","Trabyvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus dysgalactiae ERR085058","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2629","Streptococcus","DQ113772","Streptococcus phage MM1 1998","Streptococcus phage MM1 1998 Paclarkvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38893,FALSE,"38.110","DNA","24-JUL-2006",52,"92.3076923076923","7.69230769230769","93.8420795515903",NA,0,"Paclarkvirus","Paclarkvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pneumoniae strain DCC 1808","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2630","Streptococcus","OL774873","Streptococcus phage MissD","Streptococcus phage MissD Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38511,FALSE,"38.584","DNA","23-JAN-2022",59,"8.47457627118644","91.5254237288136","92.9656461790138",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus mitis","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2631","Streptococcus","KX077894","Streptococcus phage phiZJ20091101-3","Streptococcus phage phiZJ20091101-3 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",22861,FALSE,"43.069","DNA","31-MAY-2017",27,"7.40740740740741","92.5925925925926","95.1664406631381",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus suis ZJ20091101","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2632","Streptococcus","MK448684","Streptococcus phage Javan151","Streptococcus phage Javan151 Trabyvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35995,FALSE,"36.236","DNA","10-APR-2019",56,"91.0714285714286","8.92857142857143","94.3464370051396",NA,0,"Trabyvirinae","Unclassified","Trabyvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus dysgalactiae ERR109312","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2633","Streptococcus","OL774872","Streptococcus phage MissC","Streptococcus phage MissC Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36804,FALSE,"41.145","DNA","23-JAN-2022",66,"92.4242424242424","7.57575757575758","91.6530811868275",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus mitis","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2634","Streptococcus","KX879643","Streptococcus phage CHPC1151","Streptococcus phage CHPC1151 Vansinderenvirus CHPC1232 Vansinderenvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",33507,FALSE,"38.473","DNA","03-JAN-2017",45,"100","0","91.6107082102247",NA,0,"Vansinderenvirus","Vansinderenvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2635","Streptococcus","KP208803","Streptococcus phage Str-PAP-1","Streptococcus phage Str-PAP-1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36595,FALSE,"35.289","DNA","18-JAN-2015",59,"0","100","91.9551851345812",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus parauberis","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2636","Streptococcus","KT337364","Streptococcus phage phiARI0639b","Streptococcus phage phiARI0639b Paclarkvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",32821,FALSE,"37.832","DNA","15-MAR-2016",49,"12.2448979591837","87.7551020408163","87.8949453094056",NA,0,"Paclarkvirus","Paclarkvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pneumoniae 09B10381","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2637","Streptococcus","MK448901","Streptococcus phage Javan306","Streptococcus phage Javan306 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",32976,FALSE,"40.011","DNA","10-APR-2019",56,"92.8571428571429","7.14285714285714","94.5869723435226",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus mitis 321A","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2638","Streptococcus","KX077895","Streptococcus phage phiZJ20091101-4","Streptococcus phage phiZJ20091101-4 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41057,FALSE,"41.601","DNA","31-MAY-2017",64,"9.375","90.625","94.5831405119712",NA,2,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus suis ZJ20091101","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2639","Streptococcus","KY065476","Streptococcus phage IPP36","Streptococcus phage IPP36 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40781,FALSE,"40.190","DNA","21-FEB-2017",67,"89.5522388059701","10.4477611940298","96.1844976827444",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pneumoniae 22F/2","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2640","Streptococcus","MK448676","Streptococcus phage Javan131","Streptococcus phage Javan131 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",44876,FALSE,"38.649","DNA","10-APR-2019",62,"90.3225806451613","9.67741935483871","91.2982440502719",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus dysgalactiae ERR085008","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2641","Streptococcus","DQ864624","Streptococcus phage P9","Streptococcus phage P9 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40539,FALSE,"39.651","DNA","14-AUG-2007",55,"90.9090909090909","9.09090909090909","92.7107230074743",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2642","Streptococcus","MH937476","Streptococcus phage CHPC933","Streptococcus phage CHPC933 Brussowvirus Aliceevansviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",32182,FALSE,"40.128","DNA","05-DEC-2018",36,"97.2222222222222","2.77777777777778","94.6274314834379",NA,0,"Brussowvirus","Brussowvirus","Unclassified","Aliceevansviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus thermophilus","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2643","Streptococcus","MK448925","Streptococcus phage Javan386","Streptococcus phage Javan386 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37026,FALSE,"34.762","DNA","10-APR-2019",57,"89.4736842105263","10.5263157894737","95.5598768432993",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus parauberis KCTC_11537","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2644","Streptococcus","JX409895","Streptococcus phage JX01","Streptococcus phage JX01 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",43028,FALSE,"36.806","DNA","08-AUG-2013",64,"9.375","90.625","87.8009668123083",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus agalactiae","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2645","Streptococcus","MK448981","Streptococcus phage Javan548","Streptococcus phage Javan548 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",32773,FALSE,"41.842","DNA","10-APR-2019",52,"88.4615384615385","11.5384615384615","95.0263936777225",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus suis 8067","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2646","Streptococcus","MK448687","Streptococcus phage Javan159","Streptococcus phage Javan159 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36052,FALSE,"41.179","DNA","10-APR-2019",39,"84.6153846153846","15.3846153846154","94.3220903139909",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus dysgalactiae ERR111982","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2647","Streptococcus","MK449011","Streptococcus phage Javan92","Streptococcus phage Javan92 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37554,FALSE,"43.543","DNA","10-APR-2019",42,"85.7142857142857","14.2857142857143","93.9686850934654",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus canis ERR438806","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2648","Streptococcus","KY065481","Streptococcus phage IPP41","Streptococcus phage IPP41 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",34915,FALSE,"39.562","DNA","21-FEB-2017",46,"89.1304347826087","10.8695652173913","94.3176285264213",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pneumoniae 23F/10","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2649","Streptococcus","KY065482","Streptococcus phage IPP42","Streptococcus phage IPP42 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35061,FALSE,"39.331","DNA","21-FEB-2017",43,"90.6976744186046","9.30232558139535","94.2072388123556",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pneumoniae AP200","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2650","Streptococcus","MK448808","Streptococcus phage Javan569","Streptococcus phage Javan569 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",33242,FALSE,"41.066","DNA","10-APR-2019",54,"83.3333333333333","16.6666666666667","93.4781300764094",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus suis GD-0063","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2651","Streptococcus","FR671408","Streptococcus phage 23782","Streptococcus phage 23782 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",32031,FALSE,"40.298","DNA","25-JUL-2016",50,"6","94","91.4801286253942",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus pneumoniae, strain 23782","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2652","Streptococcus","OL774868","Streptococcus phage OlisA1","Streptococcus phage OlisA1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",30210,FALSE,"39.844","DNA","23-JAN-2022",51,"92.156862745098","7.84313725490196","93.9622641509434",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus oralis","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"2653","Streptococcus","MK448689","Streptococcus phage Javan163","Streptococcus phage Javan163 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40438,FALSE,"39.789","DNA","10-APR-2019",55,"89.0909090909091","10.9090909090909","95.1975864286068",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Streptococcus dysgalactiae UT_4242_AB","Streptococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
