SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
yjjA,BSU12230,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylmD,BSU15370,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylmG,BSU15400,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yloC,BSU15660,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yodM,BSU19650,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypdP,BSU21980,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqjF,BSU23900,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqgX,BSU24790,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqgV,BSU24810,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqgM,BSU24910,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqeG,BSU25680,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqeD,BSU25720,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrkR,BSU26410,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrkO,BSU26440,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrrK,BSU27390,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrrB,BSU27490,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrvN,BSU27530,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrbF,BSU27700,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ysaA,BSU28940,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytxB,BSU28970,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytcJ,BSU29550,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytsP,BSU29640,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytfP,BSU30060,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuxO,BSU31670,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuiD,BSU32060,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvaV,BSU33740,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvbG,BSU33850,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvbX,BSU34020,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywqN,BSU36150,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywpJ,BSU36290,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywkD,BSU37020,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywkB,BSU37040,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywdF,BSU37980,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywbG,BSU38330,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxiO,BSU39100,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yybD,BSU40680,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyaM,BSU40810,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybfA,BSU02160,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybfE,BSU02180,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybfF,BSU02190,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybfN,BSU02300,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yccF,BSU02720,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ycdC,BSU02800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ycgB,BSU03030,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ycxB,BSU03540,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yclG,BSU03680,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ycnL,BSU03970,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yczI,BSU04120,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydaJ,BSU04270,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydaL,BSU04290,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydaN,BSU04310,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydeH,BSU05200,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydeJ,BSU05220,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydgD,BSU05590,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydiK,BSU06000,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydiM,BSU06040,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydjB,BSU06120,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydjC,BSU06130,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydjJ,BSU06220,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydjN,BSU06260,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yezA,BSU06800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yesE,BSU06870,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfmQ,BSU07380,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfmN,BSU07410,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfmK,BSU07440,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfmG,BSU07480,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yflI,BSU07670,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yflD,BSU07720,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfjT,BSU07970,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfjC,BSU08150,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfjB,BSU08160,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfjA,BSU08170,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfhO,BSU08610,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ygaO,BSU08890,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhcD,BSU09040,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhcU,BSU09220,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhdU,BSU09600,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhdX,BSU09630,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yheJ,BSU09700,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhfC,BSU10180,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhfH,BSU10230,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhjA,BSU10440,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yitR,BSU11090,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjhA,BSU12180,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjiA,BSU12200,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykvA,BSU13630,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylaA,BSU14710,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylaB,BSU14720,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylaE,BSU14750,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylaF,BSU14760,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ynaF,BSU17540,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ynaG,BSU17550,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yngA,BSU18170,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoaK,BSU18640,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yomL,BSU21320,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yppF,BSU22260,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqkK,BSU23540,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqkE,BSU23630,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqkC,BSU23650,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqkB,BSU23660,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqjU,BSU23740,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqgW,BSU24800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqgL,BSU24920,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqeF,BSU25700,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqeB,BSU25740,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrkS,BSU26400,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrkN,BSU26450,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrkB,BSU26570,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrdB,BSU26770,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzI,BSU27190,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzH,BSU27800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ysxD,BSU28180,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ysfE,BSU28700,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ysbA,BSU28910,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytmB,BSU30570,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytrG,BSU_CDS_3119273,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuaE,BSU31030,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuaD,BSU31040,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yubF,BSU31110,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yugM,BSU31340,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yugE,BSU31430,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yufK,BSU31510,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yueH,BSU31780,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yueC,BSU31850,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yukE,BSU31910,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yusF,BSU32780,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvaD,BSU33560,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvaF,BSU33580,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvbI,BSU33870,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvfG,BSU34210,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvdJ,BSU34580,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvdC,BSU34650,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yvkN,BSU35140,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywqO,BSU36140,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywqK,BSU36180,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywqB,BSU36270,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywpG,BSU36320,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywoB,BSU36500,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywiB,BSU37340,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywdE,BSU37990,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywdD,BSU38000,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywdA,BSU38030,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywcI,BSU38080,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywbH,BSU38320,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywbE,BSU38350,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxiK,BSU39140,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxiJ,BSU39150,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxiI,BSU39160,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxzG,BSU39170,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxiH,BSU39180,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxcE,BSU39790,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxcD,BSU39800,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxcA,BSU39830,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
eag,BSU13650,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybzG,BSU01389,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybzI,BSU02019,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhzG,BSU09259,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhzD,BSU09889,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykzQ,BSU13789,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykzR,BSU13799,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykzS,BSU13819,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykzT,BSU14009,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykzU,BSU14072,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykzV,BSU14569,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylzI,BSU16299,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozS,BSU18669,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozT,BSU18709,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozU,BSU18819,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozV,BSU18849,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozW,BSU18898,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozX,BSU18899,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozY,BSU18908,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yozZ,BSU18909,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoyF,BSU19669,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoyG,BSU19749,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypzF,BSU22019,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypzG,BSU22169,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypzH,BSU22849,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqzK,BSU23519,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqzL,BSU25289,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywzD,BSU36269,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ywzE,BSU36668,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxzI,BSU39129,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxzJ,BSU39139,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxzL,BSU39339,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yxzK,BSU40021,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyzN,BSU40139,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyzF,BSU40239,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyzG,BSU40259,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyzO,BSU40359,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyzH,BSU40529,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyzI,BSU40573,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyzJ,BSU40574,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyzK,BSU40578,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyzL,BSU40579,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyzM,BSU40939,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybcC,BSU01845,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yyaQ,BSU40750,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzP,BSU05408,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzQ,BSU05409,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzR,BSU05529,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzU,BSU06048,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzX,BSU06319,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yhzF,BSU10009,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yitO,BSU11055,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjzF,BSU11928,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjzG,BSU11929,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjzH,BSU12069,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjzI,BSU12229,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykzN,BSU13169,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykzO,BSU13299,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ykzP,BSU13509,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ynzI,BSU17559,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ynzJ,BSU17678,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ynzK,BSU17699,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ynzL,BSU18019,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypzI,BSU22869,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ypzJ,BSU23328,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yqzM,BSU25569,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzM,BSU26558,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzN,BSU26559,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzO,BSU26619,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzP,BSU27009,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzQ,BSU27468,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzR,BSU27469,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzS,BSU27729,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytzJ,BSU29249,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ytzI,BSU30659,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuzH,BSU31279,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuzI,BSU31319,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yukJ,BSU31945,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ybdZ,BSU31959,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuzJ,BSU32469,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuzN,BSU32669,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuzK,BSU32719,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuzL,BSU32849,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yuzM,BSU32859,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yczO,BSU04039,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ygzC,BSU08779,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ylzH,BSU15069,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yczL,BSU03359,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yheE,BSU09760,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yybC,BSU40690,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yczK,BSU02619,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzK,BSU04359,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzL,BSU04839,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzM,BSU05099,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzN,BSU05109,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzO,BSU05329,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
ydzJ,BSU06269,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yezF,BSU06559,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yflB,BSU07735,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yfzA,BSU08029,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yizB,BSU11079,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yizC,BSU11139,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yizD,BSU11549,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjzK,BSU11799,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yjcZ,BSU11809,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoyA,BSU18979,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoyB,BSU19259,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoyC,BSU19479,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoyD,BSU19579,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yoyE,BSU19639,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
youB,BSU21329,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzF,BSU27785,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yrzT,BSU27809,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
yszA,BSU28099,SW 6.7,Groups of genes,proteins of unknown function,NA,NA,NA
