qseqid	sseqid	qlen	slen	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|Q45535|COTH_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0226	362	114	38.235	34	18	1	134	167	6	36	8.4	22.7
sp|Q8EQ73|SP2AB_OCEIH	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0249	146	83	33.333	42	23	1	1	42	1	37	8.4	20.8
sp|A7GLZ1|HPR_BACCN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0175	185	305	44.444	18	10	0	157	174	245	262	8.4	21.9
sp|A7GQV9|SSPP_BACCN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0122	47	696	58.333	12	5	0	20	31	100	111	8.4	18.9
sp|B7H6V0|TGL_BACC4	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0017	276	189	38.462	26	16	0	109	134	26	51	8.4	22.7
sp|O06719|GERPC_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0122	205	295	25.714	35	26	0	32	66	98	132	8.4	22.3
sp|O06722|YISI_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0169	56	967	23.684	38	29	0	7	44	203	240	8.4	19.2
sp|O06996|COTR_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0037	320	79	47.619	21	8	1	165	182	16	36	8.4	21.9
sp|O06996|COTR_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0288	320	79	47.619	21	8	1	165	182	16	36	8.4	21.9
sp|O06996|COTR_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0042	320	79	47.619	21	8	1	165	182	16	36	8.4	21.9
sp|O31623|YJCA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0172	118	162	30.769	39	22	1	8	46	60	93	8.4	21.2
sp|O32131|YUNB_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0237	254	63	29.825	57	39	1	24	80	5	60	8.4	21.2
sp|P62183|GERPF_BACCE	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0168	71	383	36	50	28	3	3	50	76	123	8.4	20
sp|P62185|GERPF_BACCR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0168	71	383	36	50	28	3	3	50	76	123	8.4	20
sp|P62186|GERPF_BACAN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0168	71	383	36	50	28	3	3	50	76	123	8.4	20
sp|Q45758|CR6BA_BACTU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0209	395	637	20	90	69	2	275	362	116	204	8.4	23.5
sp|Q5WD36|TLP_SHOC1	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0194	76	125	50	12	6	0	25	36	52	63	8.4	20
sp|Q65FN2|TGL_BACLD	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0236	245	307	19.718	71	51	1	11	81	48	112	8.4	22.7
sp|Q819L3|TGL_BACCR	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0017	276	189	38.462	26	16	0	109	134	26	51	8.4	22.7
sp|Q81SY4|MECA2_BACAN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0108	202	890	34.483	29	17	1	26	52	111	139	8.4	22.3
sp|Q9KCF1|MECA1_HALH5	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0249	201	83	33.333	30	20	0	92	121	20	49	8.4	21.6
sp|C5D630|SSPI_GEOSW	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0134	71	456	30.303	33	23	0	28	60	61	93	8.4	20
sp|P94496|CSE60_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0050	60	641	50	18	9	0	8	25	35	52	8.4	19.6
sp|P21340|PAIA_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0038	172	137	24.39	82	57	2	46	125	35	113	8.5	21.6
sp|Q9X519|GPMI_GEOSE	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0084	511	113	35.714	42	26	1	165	206	61	101	8.5	23.1
sp|P00781|SUBD_BACLI	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0084	274	113	27.66	47	33	1	25	71	26	71	8.5	22.3
sp|P11065|HPR_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0215	203	885	23.729	59	43	1	11	67	523	581	8.5	22.3
sp|P70962|RAPB_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0114	377	348	33.333	39	24	1	230	268	223	259	8.5	23.5
sp|Q7WY62|SDA_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0180	52	1500	37.931	29	14	1	2	30	960	984	8.5	19.2
sp|O05102|C17AA_PARBF	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0156	618	397	18.803	117	81	3	429	542	147	252	8.5	24.3
sp|O05231|KAPD_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0102	205	285	21.6	125	80	4	40	156	49	163	8.5	22.3
sp|O05231|KAPD_BACSU	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0021	205	854	39.13	23	14	0	148	170	274	296	8.5	22.3
sp|P16449|KBAA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0083	198	74	43.75	16	9	0	155	170	20	35	8.5	21.2
sp|P17557|DHA_GEOSE	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0070	372	216	32.558	43	26	1	133	175	1	40	8.5	23.1
sp|P37553|FIN_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0089	76	756	42.308	26	14	1	43	67	602	627	8.5	20
sp|P50865|PDAB_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0009	254	272	34.211	38	18	2	175	208	33	67	8.5	22.7
sp|P52938|SP0A_CLODI	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0136	274	92	29.268	41	29	0	179	219	51	91	8.5	21.9
sp|P70878|SP2AB_HEYCO	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0087	147	171	33.333	30	20	0	60	89	87	116	8.5	21.6
sp|Q0TNR1|SP2AB_CLOP1	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0244	140	571	35.484	31	18	1	97	127	102	130	8.5	21.6
sp|Q45709|CR1IB_BACTE	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0137	719	140	27.869	61	30	2	594	640	37	97	8.5	23.9
sp|Q57458|CR1EA_BACTX	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0010	1171	100	31.034	58	38	2	72	128	39	95	8.5	23.9
sp|Q8EQ73|SP2AB_OCEIH	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0081	146	159	31.707	41	26	1	88	128	65	103	8.5	21.6
sp|Q8XIR5|SP2AB_CLOPE	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0244	140	571	35.484	31	18	1	97	127	102	130	8.5	21.6
sp|Q9RMG3|CR2AD_BACTU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0071	633	84	35	40	18	1	93	124	34	73	8.5	23.1
sp|Q9ZAZ5|CR1BD_BACTZ	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0131	1231	163	23.288	146	75	5	93	236	21	131	8.5	24.6
sp|B7IVK0|TGL_BACC2	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0258	276	381	23.301	103	46	4	4	106	274	343	8.5	23.1
sp|C0SP79|YTAF_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0333	210	61	41.176	17	10	0	22	38	22	38	8.5	21.2
sp|O06996|COTR_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0177	320	126	27.273	44	32	0	100	143	15	58	8.5	22.7
sp|P02958|SSPC_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0045	72	100	25.532	47	33	1	16	60	27	73	8.5	19.6
sp|P0A4F6|SSPF_BACCR	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0241	59	240	53.333	15	7	0	8	22	218	232	8.5	19.6
sp|P0A4F7|SSPF_BACCE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0241	59	240	53.333	15	7	0	8	22	218	232	8.5	19.6
sp|P39072|GERM_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0082	366	90	36.667	30	19	0	128	157	36	65	8.5	22.3
sp|P49600|SP2E_PRIMG	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0001	585	91	66.667	12	4	0	151	162	77	88	8.5	23.1
sp|P49600|SP2E_PRIMG	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0006	585	503	39.13	23	14	0	295	317	139	161	8.5	24.3
sp|P52937|SP0A_CLOBU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0055	161	477	24.299	107	68	6	59	161	289	386	8.5	21.9
sp|P62183|GERPF_BACCE	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0166	71	383	36	50	28	3	3	50	76	123	8.5	20
sp|P62185|GERPF_BACCR	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0166	71	383	36	50	28	3	3	50	76	123	8.5	20
sp|P62186|GERPF_BACAN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0166	71	383	36	50	28	3	3	50	76	123	8.5	20
sp|P94497|CSK22_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0122	181	196	28.302	53	37	1	15	67	9	60	8.5	21.9
sp|P94497|CSK22_BACSU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0072	181	98	31.034	29	20	0	150	178	51	79	8.5	21.6
sp|Q81SD1|SSPH2_BACAN	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0196	59	437	42.105	19	9	1	24	40	283	301	8.5	19.6
sp|Q9KAK0|TLP_HALH5	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0183	76	166	48	25	13	0	22	46	57	81	8.5	20
sp|Q9KDL8|CCDA_HALH5	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0186	238	401	23.881	67	44	1	43	109	313	372	8.5	22.7
sp|P06630|EAG_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0176	143	158	30	20	14	0	26	45	62	81	8.5	21.6
sp|P37968|SP2P_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0164	401	442	28.571	42	29	1	145	186	141	181	8.5	23.5
sp|Q73AH3|SSPH2_BACC1	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0196	59	437	42.105	19	9	1	24	40	283	301	8.5	19.6
sp|Q9K893|SSPI_HALH5	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0310	68	423	37.5	24	15	0	44	67	256	279	8.5	20
sp|P08164|NADE_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0218	272	154	34.043	47	26	1	207	253	101	142	8.6	22.3
sp|Q00828|RAPA_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0092	378	56	36.364	22	14	0	147	168	1	22	8.6	21.6
sp|C0SP90|YTHA_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0137	443	184	30	20	14	0	372	391	57	76	8.6	23.5
sp|B0K150|SP2AB_THEPX	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0204	143	943	44.444	18	10	0	39	56	808	825	8.6	21.6
sp|B0K9G3|SP2AB_THEP3	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0204	143	943	44.444	18	10	0	39	56	808	825	8.6	21.6
sp|O66377|CR1FB_BACTM	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0142	1169	344	25	84	61	1	108	191	70	151	8.6	25
sp|O66377|CR1FB_BACTM	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0143	1169	344	25	84	61	1	108	191	70	151	8.6	25
sp|P0A367|CR1AA_BACTA	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0186	1176	885	38.71	31	19	0	549	579	460	490	8.6	25.4
sp|P29142|SUBT_GEOSE	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0185	381	378	28.333	60	42	1	114	172	250	309	8.6	23.5
sp|P42065|APPF_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0155	329	173	42.308	26	15	0	45	70	2	27	8.6	22.7
sp|P50865|PDAB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0298	254	749	37.037	27	15	1	40	64	78	104	8.6	22.7
sp|P52929|SP0A_BREPA	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0213	212	488	47.619	21	11	0	168	188	331	351	8.6	22.3
sp|P58253|SP0A_CLOAB	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0039	281	206	27.273	66	33	3	128	184	78	137	8.6	22.7
sp|P62181|RP28_BACTK	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0058	237	168	31.429	35	24	0	16	50	59	93	8.6	22.3
sp|P71044|SP2Q_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0126	283	904	30.508	59	35	3	82	138	622	676	8.6	23.1
sp|Q03415|ENP1_LYSSH	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0124	396	616	24.211	95	58	4	147	233	380	468	8.6	23.5
sp|Q04810|DPAB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0115	200	342	34.211	38	19	1	169	200	116	153	8.6	22.3
sp|Q45754|C12AA_BACTU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0228	1257	62	43.75	16	9	0	1154	1169	42	57	8.6	23.5
sp|Q8EQ73|SP2AB_OCEIH	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0213	146	488	42.857	21	12	0	16	36	379	399	8.6	21.6
sp|Q9KCN2|SP2AB_HALH5	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0019	146	861	53.333	15	7	0	62	76	764	778	8.6	21.9
sp|Q9RMG3|CR2AD_BACTU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0164	633	68	56.25	16	7	0	90	105	53	68	8.6	22.7
sp|Q9ZNL9|CR9EA_BACTA	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0236	1150	182	29.412	51	33	1	135	182	82	132	8.6	24.6
sp|A7GQU9|SSPN_BACCN	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0022	44	177	35.897	39	23	1	1	39	135	171	8.6	18.9
sp|B1YK88|HPR_EXIS2	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0034	189	160	34.286	35	23	0	72	106	110	144	8.6	21.9
sp|B7HME8|TGL_BACC7	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0017	276	189	38.462	26	16	0	109	134	26	51	8.6	22.7
sp|B9IW43|TGL_BACCQ	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0017	276	189	38.462	26	16	0	109	134	26	51	8.6	22.7
sp|O06722|YISI_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0133	56	236	46.154	26	12	2	5	28	211	236	8.6	19.2
sp|O31700|CSE15_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0165	321	108	37.5	24	15	0	290	313	1	24	8.6	22.3
sp|P15281|SP3D_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0123	93	168	36.111	36	21	2	25	60	113	146	8.6	20.4
sp|P33658|RPSG_CLOAB	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0065	257	126	35.088	57	26	3	141	189	67	120	8.6	22.3
sp|P35157|SPMA_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0170	196	37	50	12	6	0	185	196	16	27	8.6	20.4
sp|P62180|RP28_BACCR	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0058	237	168	31.429	35	24	0	16	50	59	93	8.6	22.3
sp|P62182|RP28_BACAN	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0058	237	168	31.429	35	24	0	16	50	59	93	8.6	22.3
sp|P94497|CSK22_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0224	181	80	28.571	21	15	0	10	30	49	69	8.6	21.2
sp|Q5L2U0|SSPK_GEOKA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0003	53	531	32	25	17	0	13	37	220	244	8.6	19.2
sp|Q65GP2|SSPH_BACLD	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0043	59	134	41.176	17	10	0	25	41	85	101	8.6	19.2
sp|Q65J29|SSPP_BACLD	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0029	48	105	20.93	43	34	0	1	43	4	46	8.6	18.9
sp|Q7WY58|SSPJ_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0067	46	110	53.846	13	6	0	22	34	95	107	8.6	18.9
sp|Q9KCE0|SLEB_HALH5	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0148	330	141	36	25	13	1	73	97	54	75	8.6	22.7
sp|Q9KGJ7|SP5G_HALH5	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0237	97	212	42.857	21	12	0	28	48	144	164	8.6	20.8
sp|A7Z7F5|SSPI_BACVZ	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0108	71	890	35.294	34	19	1	2	32	837	870	8.6	20
sp|P59106|YPEB_OCEIH	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0197	447	124	22.807	57	40	1	366	422	7	59	8.6	23.1
sp|P59106|YPEB_OCEIH	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0201	447	124	22.807	57	40	1	366	422	7	59	8.6	23.1
sp|Q08313|COTX_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	172	562	24.286	70	48	2	42	107	490	558	8.6	21.9
sp|P04189|SUBT_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0185	381	378	28.333	60	42	1	114	172	250	309	8.7	23.5
sp|P24141|OPPA_BACSU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0028	545	1101	38.462	26	16	0	193	218	386	411	8.7	24.3
sp|P08874|ABRB_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0104	96	571	35.714	28	17	1	47	73	267	294	8.7	20.8
sp|P19940|RPSG_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0110	260	316	37.5	24	15	0	130	153	35	58	8.7	22.7
sp|P29600|SUBS_LEDLE	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0078	269	465	34.375	32	21	0	130	161	337	368	8.7	22.7
sp|P31114|HEPS2_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0170	348	175	42.308	26	15	0	243	268	55	80	8.7	23.1
sp|A6LRL7|SP2AB_CLOB8	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0114	143	442	32.653	49	27	1	57	99	60	108	8.7	21.6
sp|O07545|YHED_BACSU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0071	453	56	41.379	29	17	0	233	261	16	44	8.7	21.9
sp|P06653|ALYS_STRPN	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	318	178	26	50	31	1	246	295	14	57	8.7	22.7
sp|P0A4I3|SP0A_BACCR	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0169	264	843	41.176	34	19	1	32	64	407	440	8.7	23.1
sp|P0A4I4|SP0A_BACTU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0169	264	843	41.176	34	19	1	32	64	407	440	8.7	23.1
sp|P26906|DPPE_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0096	543	103	33.333	27	18	0	461	487	77	103	8.7	23.1
sp|P41371|SAS0_CLOPE	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0113	60	351	29.268	41	29	0	20	60	271	311	8.7	19.6
sp|P52932|SP0A_PRIMG	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0024	212	117	40.909	22	13	0	16	37	32	53	8.7	21.9
sp|P59623|SP2AB_CLOTE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0114	141	1925	27.083	48	35	0	5	52	3	50	8.7	21.6
sp|Q0TNR1|SP2AB_CLOP1	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0206	140	850	42.857	35	14	2	72	105	232	261	8.7	21.6
sp|Q45704|CR8AA_BACUK	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0149	1157	40	41.176	17	10	0	923	939	21	37	8.7	22.7
sp|Q8XIR5|SP2AB_CLOPE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0206	140	850	42.857	35	14	2	72	105	232	261	8.7	21.6
sp|Q939S9|C35AB_BACTU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0023	383	140	34.884	43	26	1	249	291	52	92	8.7	22.7
sp|A4ISB5|SSPH3_GEOTN	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0169	65	843	29.412	17	12	0	3	19	603	619	8.7	19.6
sp|A7Z571|TLP_BACVZ	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0006	80	503	41.176	17	10	0	59	75	316	332	8.7	20.4
sp|A9VI69|HPR_BACMK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0178	185	305	44.444	18	10	0	157	174	245	262	8.7	21.9
sp|A9VSR6|SSPK_BACMK	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0153	52	1087	33.333	33	22	0	4	36	277	309	8.7	19.2
sp|A9VUC4|TGL_BACMK	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0017	276	189	38.462	26	16	0	109	134	26	51	8.7	22.7
sp|B7HC95|SSPO_BACC4	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0088	49	98	41.176	17	10	0	29	45	70	86	8.7	18.9
sp|O06717|GERPE_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0216	133	124	32	25	17	0	33	57	3	27	8.7	21.2
sp|O32322|CT2BB_BACTJ	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0280	263	421	45	20	11	0	51	70	141	160	8.7	22.7
sp|P33658|RPSG_CLOAB	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0100	257	203	31.25	48	32	1	175	221	155	202	8.7	22.7
sp|P35145|RPSF_PRIMG	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0011	253	112	26.744	86	44	3	37	113	35	110	8.7	21.9
sp|P35158|SPMB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0027	178	84	36.364	22	14	0	16	37	10	31	8.7	21.2
sp|P59104|CWLJ_OCEIH	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0153	141	240	36.842	19	12	0	30	48	208	226	8.7	21.6
sp|Q5L0A5|SSPO_GEOKA	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0046	49	311	50	14	7	0	25	38	96	109	8.7	18.9
sp|Q5L0A5|SSPO_GEOKA	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0066	49	256	32.432	37	25	0	9	45	101	137	8.7	18.9
sp|Q63G33|SSPH_BACCZ	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0132	59	372	40.909	22	13	0	2	23	214	235	8.7	19.6
sp|Q9K5N0|SOJ_HALH5	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0140	253	78	38.095	21	13	0	204	224	1	21	8.7	21.6
sp|Q9K5W7|TGL_HALH5	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0109	284	722	27.778	54	24	2	135	177	490	539	8.7	23.1
sp|Q9KEC6|SSPK_HALH5	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0012	47	229	25.806	31	23	0	4	34	75	105	8.7	18.9
sp|B7HRK4|SSPI_BACC7	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0215	69	572	20.312	64	43	1	14	69	466	529	8.7	20
sp|B7JR69|SSPI_BACC0	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0215	69	572	20.312	64	43	1	14	69	466	529	8.7	20
sp|B9J065|SSPI_BACCQ	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0215	69	572	20.312	64	43	1	14	69	466	529	8.7	20
sp|C1EU02|SSPI_BACC3	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0215	69	572	20.312	64	43	1	14	69	466	529	8.7	20
sp|C3L8U0|SSPI_BACAC	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0215	69	572	20.312	64	43	1	14	69	466	529	8.7	20
sp|C3PAF1|SSPI_BACAA	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0215	69	572	20.312	64	43	1	14	69	466	529	8.7	20
sp|O07919|YRAG_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0225	81	561	29.787	47	30	1	25	71	75	118	8.7	20.4
sp|Q04811|YMXH_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0099	85	61	37.931	29	15	1	2	27	33	61	8.7	19.6
sp|Q08309|COTV_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0038	128	596	36.842	19	12	0	26	44	196	214	8.7	21.6
sp|Q633N2|SSPI_BACCZ	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0215	69	572	20.312	64	43	1	14	69	466	529	8.7	20
sp|Q6HCW5|SSPI_BACHK	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0215	69	572	20.312	64	43	1	14	69	466	529	8.7	20
