"","final_gene","phage","mmseqs_qseqid","sporulation_hit","Host","Description"
"106673","K04763","ON881243","ON881243_10","sporulation_gene","Bacillus","Bacillus phage PK-3"
"106674","K04763","ON881243","ON881243_38","sporulation_gene","Bacillus","Bacillus phage PK-3"
"106675","K04763","NC_015568","NC_015568_48","sporulation_gene","Clostridium","Clostridium phage phiCD38-2"
"106676","K04763","NC_018085","NC_018085_52","sporulation_gene","Bacillus","Bacillus phage BtCS33"
"106677","K04763","NC_018085","NC_018085_17","sporulation_gene","Bacillus","Bacillus phage BtCS33"
"106678","K04763","NC_018085","NC_018085_17","sporulation_gene","Bacillus","Bacillus phage BtCS33"
"106679","K04763","OM236515","OM236515_106","sporulation_gene","Bacillus","Bacillus phage SPR"
"106680","K04763","NC_019422","NC_019422_44","sporulation_gene","Clostridium","Clostridium phage phiMMP04"
"106681","O34541","MT601274","MT601274_68","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe13"
"106682","K04763","NC_022767","NC_022767_96","sporulation_gene","Bacillus","Bacillus phage Staley"
"106683","K04763","NC_022774","NC_022774_96","sporulation_gene","Bacillus","Bacillus phage Slash"
"106684","K04763","NC_023007","NC_023007_250","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Tsamsa"
"106685","K04763","NC_023007","NC_023007_221","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Tsamsa"
"106686","K04763","NC_023599","NC_023599_51","sporulation_gene","Bacillus","Bacillus phage phiCM3"
"106687","K04763","ON107264","ON107264_157","sporulation_gene","Bacillus","Bacillus phage BUCT083"
"106688","K04763","NC_025424","NC_025424_50","sporulation_gene","Bacillus","Bacillus phage Waukesha92"
"106689","K04763","NC_025424","NC_025424_50","sporulation_gene","Bacillus","Bacillus phage Waukesha92"
"106690","K04763","NC_028748","NC_028748_20","sporulation_gene","Bacillus","Bacillus phage vB_BtS_BMBtp3"
"106691","K04763","KJ920400","KJ920400_50","sporulation_gene","Bacillus","Bacillus phage Waukesha92"
"106692","K04763","NC_028748","NC_028748_67","sporulation_gene","Bacillus","Bacillus phage vB_BtS_BMBtp3"
"106693","K04763","NC_028749","NC_028749_10","sporulation_gene","Brevibacillus","Brevibacillus phage Sundance"
"106694","K04763","NC_028749","NC_028749_32","sporulation_gene","Brevibacillus","Brevibacillus phage Sundance"
"106695","K04763","NC_028777","NC_028777_92","sporulation_gene","Bacillus","Bacillus phage Stills"
"106696","K04763","NC_028805","NC_028805_47","sporulation_gene","Brevibacillus","Brevibacillus phage Jenst"
"106697","K04763","NC_028838","NC_028838_48","sporulation_gene","Clostridium","Clostridium phage phiCD506"
"106698","K04763","NC_028856","NC_028856_92","sporulation_gene","Bacillus","Bacillus phage Stahl"
"106699","K04763","NC_028905","NC_028905_51","sporulation_gene","Clostridium","Clostridium phage phiCD111"
"106700","K04763","NC_028951","NC_028951_47","sporulation_gene","Clostridium","Clostridium phage phiCD481-1"
"106701","K04763","NC_028958","NC_028958_49","sporulation_gene","Clostridium","Clostridium phage phiCD146"
"106702","K04763","NC_029048","NC_029048_51","sporulation_gene","Clostridium","Clostridium phage phiCD211"
"106703","K04763","NC_029073","NC_029073_29","sporulation_gene","Geobacillus","Geobacillus virus E3"
"106704","K04763","NC_029078","NC_029078_13","sporulation_gene","Erysipelothrix","Erysipelothrix phage SE-1"
"106705","K04763","NC_029116","NC_029116_49","sporulation_gene","Clostridium","Clostridium phage phiCDHM13"
"106706","K04763","OQ921341","OQ921341_134","sporulation_gene","Bacillus","Bacillus phage SPbetaL1"
"106707","K04763","NC_031055","NC_031055_24","sporulation_gene","Bacillus","Bacillus phage PfEFR-5"
"106708","K04763","NC_031055","NC_031055_24","sporulation_gene","Bacillus","Bacillus phage PfEFR-5"
"106709","K04763","NC_031055","NC_031055_63","sporulation_gene","Bacillus","Bacillus phage PfEFR-5"
"106710","K04763","NC_041879","NC_041879_37","sporulation_gene","Bacillus","Bacillus phage Mgbh1"
"106711","K04763","NC_048628","NC_048628_20","sporulation_gene","Bacillus","Bacillus phage BceA1"
"106712","K04763","NC_048628","NC_048628_20","sporulation_gene","Bacillus","Bacillus phage BceA1"
"106713","K04763","NC_048633","NC_048633_55","sporulation_gene","Bacillus","Bacillus phage vB_BceS-MY192"
"106714","K04763","NC_048633","NC_048633_55","sporulation_gene","Bacillus","Bacillus phage vB_BceS-MY192"
"106715","K04763","NC_048633","NC_048633_31","sporulation_gene","Bacillus","Bacillus phage vB_BceS-MY192"
"106716","K04763","NC_048640","NC_048640_10","sporulation_gene","Bacillus","Bacillus phage vB_BtS_BMBtp14"
"106717","K04763","NC_048640","NC_048640_51","sporulation_gene","Bacillus","Bacillus phage vB_BtS_BMBtp14"
"106718","K04763","NC_048641","NC_048641_62","sporulation_gene","Bacillus","Bacillus phage PfEFR-4"
"106719","K04763","NC_048641","NC_048641_24","sporulation_gene","Bacillus","Bacillus phage PfEFR-4"
"106720","K04763","NC_048641","NC_048641_24","sporulation_gene","Bacillus","Bacillus phage PfEFR-4"
"106721","K23989","MN150686","MN150686_75","sporulation_gene","Bacillus","Bacillus phage BC-T25"
"106722","K23989","MN153503","MN153503_84","sporulation_gene","Bacillus","Bacillus phage Chotacabras"
"106723","K23989","MT416612","MT416612_116","sporulation_gene","Bacillus","Bacillus phage YungSlug"
"106724","K23989","MT584805","MT584805_107","sporulation_gene","Bacillus","Bacillus phage Tomato"
"106725","K23989","MW354667","MW354667_217","sporulation_gene","Bacillus","Bacillus phage BSTP3"
"106726","K23989","OM982668","OM982668_111","sporulation_gene","Bacillus","Bacillus phage SBSphiJ1"
"106727","K23989","PP579745","PP579745_150","sporulation_gene","Bacillus","Bacillus phage KKP_4050"
"106728","K23989","OM982669","OM982669_112","sporulation_gene","Bacillus","Bacillus phage SBSphiJ2"
"106729","K23989","OM982671","OM982671_111","sporulation_gene","Bacillus","Bacillus phage SBSphiJ4"
"106730","K23989","OM982672","OM982672_111","sporulation_gene","Bacillus","Bacillus phage SBSphiJ5"
"106731","K06217","KU737347","KU737347_51","sporulation_gene","Bacillus","Bacillus phage Phrodo"
"106732","K23989","MW749002","MW749002_223","sporulation_gene","Bacillus","Bacillus phage vB_BspH_Mawwa"
"106733","K23989","MW749007","MW749007_227","sporulation_gene","Bacillus","Bacillus phage vB_BspH_TimeGriffin"
"106734","K23989","MW787012","MW787012_5","sporulation_gene","Bacillus","Bacillus phage SWEP1"
"106735","K23989","MZ501260","MZ501260_185","sporulation_gene","Bacillus","Bacillus phage 010DV004"
"106736","K23989","MZ501261","MZ501261_185","sporulation_gene","Bacillus","Bacillus phage 010DV005"
"106737","K23989","MZ501262","MZ501262_190","sporulation_gene","Bacillus","Bacillus phage 035JT004"
"106738","K23989","MZ501263","MZ501263_187","sporulation_gene","Bacillus","Bacillus phage 043JT007"
"106739","K23989","MZ501265","MZ501265_183","sporulation_gene","Bacillus","Bacillus phage 278BB001"
"106740","K23989","NC_016563","NC_016563_31","sporulation_gene","Bacillus","Bacillus phage W.Ph."
"106741","K23989","NC_018856","NC_018856_32","sporulation_gene","Bacillus","Bacillus phage Bastille"
"106742","K23989","NC_018857","NC_018857_260","sporulation_gene","Bacillus","Bacillus phage BPS13"
"106743","K23989","NC_018860","NC_018860_197","sporulation_gene","Bacillus","Bacillus phage BCP78"
"106744","K23989","NC_018863","NC_018863_254","sporulation_gene","Bacillus","Bacillus phage B4"
"106745","K23989","NC_019487","NC_019487_154","sporulation_gene","Bacillus","Bacillus phage SP-10"
"106746","K23989","OM728296","OM728296_111","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe26"
"106747","K23989","NC_020873","NC_020873_199","sporulation_gene","Bacillus","Bacillus phage vB_BceM_Bc431v3"
"106748","K23989","NC_021856","NC_021856_89","sporulation_gene","Bacillus","Bacillus phage phiNIT1"
"106749","K23989","NC_022088","NC_022088_95","sporulation_gene","Bacillus","Bacillus phage Troll"
"106750","K23989","NC_022763","NC_022763_90","sporulation_gene","Bacillus","Bacillus phage Spock"
"106751","K23989","NC_022769","NC_022769_92","sporulation_gene","Bacillus","Bacillus phage BigBertha"
"106752","K23989","NC_022771","NC_022771_83","sporulation_gene","Bacillus","Bacillus phage Grass"
"106753","K23989","OM982670","OM982670_112","sporulation_gene","Bacillus","Bacillus phage SBSphiJ3"
"106754","K23989","NC_023501","NC_023501_262","sporulation_gene","Bacillus","Bacillus phage BPS10C"
"106755","K23989","NC_023719","NC_023719_570","sporulation_gene","Bacillus","Bacillus phage G"
"106756","K23989","NC_023719","NC_023719_175","sporulation_gene","Bacillus","Bacillus phage G"
"106757","K23989","NC_023719","NC_023719_175","sporulation_gene","Bacillus","Bacillus phage G"
"106758","K23989","NC_024137","NC_024137_83","sporulation_gene","Bacillus","Bacillus phage Bcp1"
"106759","K23989","JN797798","JN797798_189","sporulation_gene","Bacillus","Bacillus phage BCU4"
"106760","K23989","JX094431","JX094431_199","sporulation_gene","Bacillus","Bacillus phage vB_BceM_Bc431v3"
"106761","K23989","NC_024211","NC_024211_97","sporulation_gene","Bacillus","Bacillus phage Megatron"
"106762","K04763","KC595511","KC595511_98","sporulation_gene","Bacillus","Bacillus phage Basilisk"
"106763","K04763","KC595516","KC595516_1","sporulation_gene","Brevibacillus","Brevibacillus phage Emery"
"106764","K04763","KF296718","KF296718_51","sporulation_gene","Bacillus","Bacillus phage phiCM3"
"106765","K04763","KF669661","KF669661_96","sporulation_gene","Bacillus","Bacillus phage Slash"
"106766","K04763","KF669663","KF669663_96","sporulation_gene","Bacillus","Bacillus phage Staley"
"106767","K04763","KJ024807","KJ024807_67","sporulation_gene","Bacillus","Bacillus phage vB_BtS_BMBtp3"
"106768","K04763","KJ024807","KJ024807_20","sporulation_gene","Bacillus","Bacillus phage vB_BtS_BMBtp3"
"106769","K04763","KJ024807","KJ024807_20","sporulation_gene","Bacillus","Bacillus phage vB_BtS_BMBtp3"
"106770","K04763","KJ920400","KJ920400_50","sporulation_gene","Bacillus","Bacillus phage Waukesha92"
"106771","K04763","JQ062992","JQ062992_28","sporulation_gene","Bacillus","Bacillus phage phIS3501"
"106772","K04763","MT366948","MT366948_79","sporulation_gene","Bacillus","Bacillus phage Hyb3phi3Ts-SPbeta"
"106773","K04763","MT601272","MT601272_29","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe11"
"106774","K04763","MT601272","MT601272_82","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe11"
"106775","K04763","MT601273","MT601273_29","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe12"
"106776","K04763","MT601273","MT601273_83","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe12"
"106777","K04763","MT601274","MT601274_29","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe13"
"106778","K04763","MT601274","MT601274_83","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe13"
"106779","K04763","MW084976","MW084976_21","sporulation_gene","Bacillus","Bacillus phage Kirov"
"106780","K04763","MW084976","MW084976_49","sporulation_gene","Bacillus","Bacillus phage Kirov"
"106781","K04763","MW392801","MW392801_29","sporulation_gene","Bacillus","Bacillus phage BCP6"
"106782","K04763","MW392802","MW392802_29","sporulation_gene","Bacillus","Bacillus phage BCPST"
"106783","K04763","MW478290","MW478290_49","sporulation_gene","Clostridium","Clostridium phage phiCp-B"
"106784","K04763","MW478291","MW478291_26","sporulation_gene","Clostridium","Clostridium phage phiCp-D"
"106785","K04763","MW512571","MW512571_56","sporulation_gene","Clostridioides","Clostridioides phage CD2301"
"106786","K04763","MW512572","MW512572_36","sporulation_gene","Clostridioides","Clostridioides phage phiCD08011"
"106787","K04763","NC_070841","NC_070841_98","sporulation_gene","Bacillus","Bacillus phage Basilisk"
"106788","K04763","MZ969646","MZ969646_32","sporulation_gene","Bacillus","Bacillus phage BUCT082"
"106789","K04763","MZ969646","MZ969646_149","sporulation_gene","Bacillus","Bacillus phage BUCT082"
"106790","K22299","NC_048701","NC_048701_50","sporulation_gene","Anoxybacillus","Anoxybacillus phage A403"
"106791","K22299","AB823818","AB823818_56","sporulation_gene","Geobacillus","Geobacillus phage phiOH2"
"106792","K04763","NC_003524","NC_003524_47","sporulation_gene","Clostridium","Clostridium phage phi3626"
"106793","K04763","NC_004821","NC_004821_28","sporulation_gene","Bacillus","Bacillus phage phBC6A52"
"106794","K04763","NC_007581","NC_007581_106","sporulation_gene","Clostridium","Clostridium phage c-st"
"106795","K04763","NC_015262","NC_015262_58","sporulation_gene","Clostridium","Clostridium phage phiCD6356"
"106796","O31863","MT416612","MT416612_42","sporulation_gene","Bacillus","Bacillus phage YungSlug"
"106797","K23989","MN013089","MN013089_212","sporulation_gene","Bacillus","Bacillus phage vB_BspM_MarvelLand"
"106798","K23989","MN038176","MN038176_98","sporulation_gene","Bacillus","Bacillus phage Phireball"
"106799","K23989","MN038178","MN038178_89","sporulation_gene","Bacillus","Bacillus phage Beyonphe"
"106800","O31982","OL580764","OL580764_19","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe14"
"106801","O34345","JN638751","JN638751_62","sporulation_gene","Bacillus","Bacillus phage G"
"106802","K04763","KX227757","KX227757_62","sporulation_gene","Bacillus","Bacillus phage PfEFR-4"
"106803","O34541","OQ921342","OQ921342_116","sporulation_gene","Bacillus","Bacillus phage SPbetaL2"
"106804","O34541","MT601273","MT601273_68","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe12"
"106805","O34850","MT601274","MT601274_168","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe13"
"106806","O34850","OQ921347","OQ921347_37","sporulation_gene","Bacillus","Bacillus phage SPbetaL7"
"106807","O34850","OQ921346","OQ921346_37","sporulation_gene","Bacillus","Bacillus phage SPbetaL6"
"106808","O34850","MT601273","MT601273_166","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe12"
"106809","P00781","ON548421","ON548421_101","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax5"
"106810","P00781","KT070867","KT070867_162","sporulation_gene","Bacillus","Bacillus phage PBC2"
"106811","P00781","OM634661","OM634661_146","sporulation_gene","Bacillus","Bacillus phage vB_BauM_KLEB27-3"
"106812","P00781","OK499972","OK499972_132","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Chewbecca"
"106813","K04763","KP144388","KP144388_29","sporulation_gene","Geobacillus","Geobacillus virus E3"
"106814","K04763","KP144388","KP144388_163","sporulation_gene","Geobacillus","Geobacillus virus E3"
"106815","K04763","KP696447","KP696447_92","sporulation_gene","Bacillus","Bacillus phage Stahl"
"106816","K04763","KP696448","KP696448_92","sporulation_gene","Bacillus","Bacillus phage Stills"
"106817","K04763","KR816341","KR816341_13","sporulation_gene","Erysipelothrix","Erysipelothrix phage SE-1"
"106818","K04763","KT070866","KT070866_76","sporulation_gene","Bacillus","Bacillus phage PBC4"
"106819","K04763","KT070867","KT070867_215","sporulation_gene","Bacillus","Bacillus phage PBC2"
"106820","K04763","KT070867","KT070867_249","sporulation_gene","Bacillus","Bacillus phage PBC2"
"106821","K04763","KT151955","KT151955_47","sporulation_gene","Brevibacillus","Brevibacillus phage Jenst"
"106822","K04763","KT151957","KT151957_47","sporulation_gene","Brevibacillus","Brevibacillus phage SecTim467"
"106823","K04763","KT151959","KT151959_32","sporulation_gene","Brevibacillus","Brevibacillus phage Sundance"
"106824","K04763","KT151959","KT151959_10","sporulation_gene","Brevibacillus","Brevibacillus phage Sundance"
"106825","K04763","KT372714","KT372714_42","sporulation_gene","Bacillus","Bacillus phage vB_BtS_BMBtp16"
"106826","K04763","KT725776","KT725776_55","sporulation_gene","Bacillus","Bacillus phage vB_BceS-MY192"
"106827","K23989","PP883967","PP883967_88","sporulation_gene","Bacillus","Bacillus phage Jabberwock"
"106828","K23989","PQ217617","PQ217617_91","sporulation_gene","Bacillus","Bacillus phage Atlee"
"106829","K23989","MH707429","MH707429_76","sporulation_gene","Bacillus","Bacillus phage BSP12"
"106830","K23989","MH707431","MH707431_71","sporulation_gene","Bacillus","Bacillus phage BSP14"
"106831","K23989","MH707432","MH707432_68","sporulation_gene","Bacillus","Bacillus phage BSP15"
"106832","K23989","NC_028944","NC_028944_100","sporulation_gene","Bacillus","Bacillus phage Eyuki"
"106833","K23989","MH707433","MH707433_86","sporulation_gene","Bacillus","Bacillus phage BSP18"
"106834","K23989","MH707435","MH707435_209","sporulation_gene","Bacillus","Bacillus phage BSP21"
"106835","K23989","MH707436","MH707436_81","sporulation_gene","Bacillus","Bacillus phage BSP36"
"106836","K23989","MK215646","MK215646_83","sporulation_gene","Bacillus","Bacillus phage vB_BthM-Goe5"
"106837","K04763","MK843319","MK843319_18","sporulation_gene","Bacillus","Bacillus phage vB_BthS-TP21T"
"106838","K04763","MK843319","MK843319_18","sporulation_gene","Bacillus","Bacillus phage vB_BthS-TP21T"
"106839","K04763","MN727882","MN727882_45","sporulation_gene","Geobacillus","Geobacillus phage GBK1"
"106840","K23989","MN038179","MN038179_98","sporulation_gene","Bacillus","Bacillus phage ALPS"
"106841","K23989","MN043730","MN043730_76","sporulation_gene","Bacillus","Bacillus phage vB_BveM-Goe7"
"106842","K04763","MT254578","MT254578_238","sporulation_gene","Bacillus","Bacillus phage Izhevsk"
"106843","K04763","KX227760","KX227760_24","sporulation_gene","Bacillus","Bacillus phage PfEFR-5"
